id,type
EIF4G3,protein
MKNK1,protein
UBAC1,protein
EIF5A2,protein
FOXH1,protein
GAMT,protein
MT-CO3,protein
N4BP2L2,protein
PIGA,protein
UROD,protein
VPS29,protein
WDR6,protein
WRAP73,protein
HDAC6,protein
HLTF,protein
ID3,protein
MGEA5,protein
NEIL2,protein
PPP6C,protein
PSMD5,protein
RAB10,protein
RGS2,protein
SORT1,protein
TFAP2C,protein
THBD,protein
TSPAN31,protein
XPO4,protein
ZHX1,protein
ELAVL4,protein
FCER1G,protein
FOSB,protein
ELF3,protein
ELK4,protein
FN1,protein
ELOVL5,protein
ELP4,protein
IL17B,protein
NT5C2,protein
TFIP11,protein
PALD1,protein
STK11IP,protein
UGGT1,protein
ENSG00000180152,protein
ENSG00000186076,protein
TEX11,protein
ENSG00000237708,protein
ENSG00000262660,protein
ENTPD1,protein
KCNMB1,protein
MMP23B,protein
NPR2,protein
PDE4C,protein
PLAC8,protein
RAB4B-EGLN2,protein
EPB41L1,protein
EPC2,protein
EPHA3,protein
GALNT16,protein
PCDH20,protein
QRFPR,protein
EPN1,protein
EPRS,protein
EPX,protein
GRIN2C,protein
GUCY1A2,protein
KCNA4,protein
MCC,protein
MEF2A,protein
MPP1,protein
MPP2,protein
NR2E1,protein
PKP4,protein
SLC5A5,protein
SLC5A6,protein
VIPR2,protein
ETV1,protein
ERGIC1,protein
ERP29,protein
ESRRG,protein
ETV6,protein
EVI5L,protein
RALB,protein
EXOC8,protein
EXOSC2,protein
EXTL3,protein
FABP5,protein
HNRNPAB,protein
HOXA1,protein
HOXA5,protein
HYOU1,protein
IGLL5,protein
IMMT,protein
JARID2,protein
KAT7,protein
KIF5B,protein
LARP1,protein
LGALS7,protein
LRRC40,protein
MTF2,protein
MYLPF,protein
NUDT21,protein
PGR,protein
PHF1,protein
RAP1GAP,protein
SF3B2,protein
SNRPN,protein
SYNE1,protein
TPI1,protein
TUBB4B,protein
WWP2,protein
F10,protein
F11,protein
F13A1,protein
F2RL2,protein
F5,protein
PAAF1,protein
FAM103A1,protein
FAM110A,protein
FAM115A,protein
FAM120C,protein
FAM133A,protein
FAM184A,protein
FAM189B,protein
FAM193B,protein
FAM208B,protein
FAM43A,protein
FAM60A,protein
FAM65B,protein
FAM76B,protein
FAM83A,protein
FAM83G,protein
FAM90A1,protein
FANCC,protein
FARS2,protein
FNBP1,protein
PACSIN1,protein
PACSIN2,protein
PACSIN3,protein
SNX18,protein
SNX33,protein
SNX9,protein
FASN,protein
IRF2BP2,protein
FASTKD5,protein
FBRS,protein
FBXO30,protein
FBXO42,protein
FCGR2B,protein
FCGR2C,protein
FCN1,protein
FCN3,protein
FEZ1,protein
FEZ2,protein
FGB,protein
FGFR1,protein
FGR,protein
FHL1,protein
FKBP3,protein
FLG2,protein
NXNL1,protein
NXNL2,protein
FLNB,protein
FLNC,protein
LAT,protein
FLT4,protein
LRIG1,protein
UPK2,protein
FOXC2,protein
OIP5,protein
RPUSD1,protein
SLC37A3,protein
THRA,protein
TRMT6,protein
TWF2,protein
FOXK2,protein
FOXP3,protein
FRAT2,protein
FRMD8,protein
FURIN,protein
FXN,protein
FYTTD1,protein
FZD4,protein
TP53INP2,protein
GABPB2,protein
MAP3K4,protein
GAGE12F,protein
GALC,protein
GANAB,protein
RAB2A,protein
GAR1,protein
IL18RAP,protein
IL1RL1,receptor
IL1RL2,receptor
HAMP,protein
GATAD2B,protein
TRIM29,protein
GCLM,protein
GDA,protein
PIAS3,protein
SPRY1,protein
GHITM,protein
TSN,protein
GLDC,protein
GLS,protein
GLYR1,protein
GMCL1P1,protein
GNA13,protein
GNAI1,protein
GPSM2,protein
GNAQ,protein
GNAS,protein
GNG4,protein
GNGT1,protein
GOLT1B,protein
SELP,protein
GP1BB,protein
GP5,protein
GPATCH4,protein
GPI,protein
GPR18,protein
TACR1,protein
TACR2,protein
TACR3,protein
LY9,protein
SPRY3,protein
GRK4,protein
GRK5,protein
GSDMA,protein
ZFPM1,protein
GSN,protein
PJA1,protein
GSTP1,protein
GTPBP2,protein
HIST1H1E,protein
HSPB2,protein
SERPINC1,protein
LAMA5,protein
SERPINB9,protein
TUBB3,protein
NELL2,protein
TSPAN5,protein
H2AFY2,protein
H3F3B,protein
HABP2,protein
HACE1,protein
HAUS1,protein
HAUS6,protein
HBB,protein
HBE1,protein
HBG2,protein
HCFC2,protein
HCK,protein
KLRK1,protein
HDAC11,protein
MIF4GD,protein
HDX,protein
UBA52,protein
UBQLN2,protein
HES2,protein
HHLA3,protein
HIBADH,protein
MUC3A,protein
NAA10,protein
SERPINE1,protein
VTCN1,protein
HIRIP3,protein
HIST2H2AC,protein
HIST3H2BB,protein
HIST1H1D,protein
HIST1H2AD,protein
HIST2H2AB,protein
HIVEP1,protein
KIR2DS4,protein
HLA-DRB1,protein
HLA-G,protein
HM13,protein
HMGCR,protein
HMGN3,protein
NR5A2,protein
SGK2,protein
SNX14,protein
SLC2A9,protein
HNF4G,protein
HNRNPDL,protein
PBX2,protein
PBX3,protein
HOXB5,protein
HP,protein
HPCAL1,protein
RASIP1,protein
RASSF2,protein
RGL2,protein
RHOD,protein
HRNR,protein
NEAT1,protein
ITGB1BP2,protein
ITPR3,protein
HSPA1L,protein
HSPA6,protein
HTR2B,protein
HTR2C,protein
ICAM4,protein
ICOS,protein
ID4,protein
IDE,protein
MB21D1,protein
MED23,protein
NR2C2,protein
IFNW1,cytokine
IGHA1,protein
IGHA2,protein
IGHG1,protein
IGHG2,protein
IGHG4,protein
IGHM,protein
IGHV1-2,protein
IGHV3-23,protein
IGHV3-7,protein
IGJ,protein
IGKC,protein
IGKV2-30,protein
IGKV3-20,protein
IGKV4-1,protein
IGLC1,protein
IGLV1-51,protein
IGLV7-43,protein
IK,protein
PRDX1,protein
MIR199A1,protein
PRDX3,protein
PYGL,protein
TRIM6,protein
KIAA1598,protein
KIR3DX1,protein
MCM10,protein
MZT2A,protein
NAP1L5,protein
NECAB3,protein
NRARP,protein
NTMT1,protein
ODAM,protein
PDCL,protein
PFDN5,protein
PIM2,protein
PNMAL1,protein
PRKD3,protein
RBM34,protein
RET,protein
ROS1,protein
RPS6KB2,protein
SAG,protein
SCLT1,protein
SHARPIN,protein
SYT1,protein
TEC,protein
TMA16,protein
TTYH2,protein
VAMP3,protein
MIRLET7C,protein
IL12RB2,protein
IL13RA2,protein
IL15RA,protein
PPP1R12A,protein
PPP1R12B,protein
IL17RD,protein
IL19,cytokine
S100A13,protein
IL1RN,receptor
IL20,cytokine
IL20RA,protein
IL22RA1,protein
IL22RA2,protein
ITGA2B,protein
LGALSL,protein
MTPN,protein
MYL1,protein
MYL3,protein
NAPA,protein
PARK7,protein
PDLIM1,protein
PLEK,protein
PRDX2,protein
PRDX6,protein
PSMA5,protein
SH3BGRL,protein
TAGLN2,protein
TUBB1,protein
TUBB2A,protein
TUBB4A,protein
TUBBP1,protein
ZYX,protein
INA,protein
INADL,protein
INHBA,protein
INPP5K,protein
IQCB1,protein
SMG9,protein
IQSEC1,protein
IRAK1BP1,protein
MAGED1,protein
NGFR,protein
RHOT1,protein
SESTD1,protein
STT3A,protein
YTHDF1,protein
ZC3H12A,protein
ZC3H12C,protein
KAT2A,protein
PSMB8-AS1,protein
SEC63,protein
TAP1,protein
TAP2,protein
TAPBP,protein
IRF2BPL,protein
SGTA,protein
PEG10,protein
SCD,protein
STAG2,protein
TLK2,protein
LTN1,protein
P4HA1,protein
PITX1,protein
TRMT61B,protein
PDCD10,protein
LGMN,protein
LMAN2,protein
MYNN,protein
MYOF,protein
NACA,protein
NUP43,protein
OGDH,protein
PAFAH1B1,protein
PGD,protein
PLOD1,protein
PLS1,protein
PPP1R10,protein
PSMA7,protein
RDH11,protein
SF3A2,protein
TAF2,protein
TARS,protein
TXNRD1,protein
UBA7,protein
UBE2L6,protein
WARS,protein
WDR1,protein
ZC3H15,protein
ZNF281,protein
ISY1,protein
ITGA1,protein
TGFBI,protein
MIA3,protein
JAM3,protein
RABGAP1,protein
ITIH1,protein
ITIH2,protein
ITIH3,protein
ITLN1,protein
ITM2A,protein
VIL1,protein
JOSD1,protein
TAF4,protein
KAAG1,protein
MEAF6,protein
KCMF1,protein
KCNJ10,protein
KCNN2,protein
KDM2B,protein
PANX2,protein
PPIC,protein
RHOQ,protein
KHDRBS2,protein
KIAA0020,protein
KIAA1244,protein
RGR,protein
KIAA1462,protein
KIR3DL3,protein
KLHL18,protein
KLK14,protein
KLRC2,protein
KNG1,protein
KPTN,protein
RCOR3,protein
KRT6B,protein
KRT6C,protein
KYNU,protein
LAD1,protein
LAIR1,protein
LAMC1,protein
SMURF2,protein
LAS1L,protein
LCE3D,protein
LEMD3,protein
LETM1,protein
POU2AF1,protein
SMN1,protein
ORM1,protein
SNRPB,protein
LILRB4,protein
LINC00312,protein
RPA4,protein
SCN10A,protein
STX2,protein
LMNB2,protein
LNPEP,protein
NAGK,protein
LPAR2,protein
LPGAT1,protein
LPP,protein
LRCH1,protein
LRRC8A,protein
MIR21,protein
LSM8,protein
LSP1,protein
LTA,protein
MGST1,protein
LUC7L3,protein
MXRA5,protein
PHACTR3,protein
PIBF1,protein
RPS25,protein
SERPINB6,protein
TBC1D17,protein
ZNF793,protein
MAD2L1,protein
MAD2L1BP,protein
MAGEB1,protein
MAGED2,protein
MAML1,protein
ZFP42,protein
PRKCG,protein
MAP3K6,protein
TIPRL,protein
RPS6KA2,protein
SNCG,protein
MARCKSL1,protein
MARCO,protein
MAS1,protein
MFN1,protein
MFN2,protein
MUL1,protein
RAB1B,protein
UBE4A,protein
MBNL3,protein
MBOAT7,protein
MCCC1,protein
MCM2,protein
MCM3,protein
MCM5,protein
ORC3,protein
MCPH1,protein
RABL6,protein
MSH3,protein
SMC2,protein
MECP2,protein
TSC22D3,protein
MED21,protein
PSTPIP1,protein
MEPE,protein
MGA,protein
MICA,protein
MIR10B,protein
MIR433,protein
MIR105-1,protein
MIR154,protein
PSIP1,protein
TNPO3,protein
MIR200C,protein
MIR372,protein
MIR373,protein
MIRLET7A1,protein
MIRLET7B,protein
MLKL,protein
RIT1,protein
MMRN1,protein
MORN4,protein
MRPL4,protein
MRPL44,protein
MRPL45,protein
MRPL48,protein
MRPS11,protein
MRPS17,protein
MRPS26,protein
MRPS7,protein
MSH6,protein
MSRB2,protein
MST4,protein
MTCH1,protein
MTMR2,protein
RRAGC,protein
MTX1,protein
SF3A3,protein
MYL6B,protein
MYO1C,protein
WDR77,protein
NACAP1,protein
NAE1,protein
WASF1,protein
NCR3LG1,protein
NDUFA13,protein
NDUFS1,protein
UBA3,protein
PPP2R5D,protein
ZNF615,protein
NEK7,protein
NELFB,protein
NELFE,protein
USP22,protein
RSF1,protein
TAL1,protein
SAE1,protein
UBE2E3,protein
NFU1,protein
NFXL1,protein
TOP2B,protein
NGDN,protein
NGEF,protein
NGLY1,protein
NIFK,protein
PANX1,protein
SPNS1,protein
RNF6,protein
TSPAN13,protein
UGT2B7,protein
OTUB2,protein
NOC4L,protein
NOL11,protein
NOL6,protein
NOL9,protein
NOTCH4,protein
NOVA1,protein
PRKACB,protein
NPC1,protein
NPHS2,protein
NR5A1,protein
SUMO3,protein
SLC13A5,protein
RXRB,protein
NSA2,protein
NSMCE4A,protein
NT5DC2,protein
NTRK1,protein
NUDT16L1,protein
NUP214,protein
NUP98,protein
NXT2,protein
OBSL1,protein
OCIAD2,protein
ODF3L2,protein
OPA1,protein
OPN1LW,protein
ZNF384,protein
OR6B3,protein
ORM2,protein
OTUD4,protein
OTUD5,protein
PAFAH1B2,protein
PGM1,protein
PRKG1,protein
PALM3,protein
PARK2,protein
PCGF1,protein
PCGF3,protein
PCGF5,protein
PCGF6,protein
PCID2,protein
PCNT,protein
PDLIM5,protein
PDZK1,protein
PES1,protein
PEX26,protein
PEX5,protein
PFKL,protein
PGLYRP4,protein
USP46,protein
PRMT6,protein
RUFY1,protein
PIGN,protein
PIK3CB,protein
PILRA,protein
TERF1,protein
PON1,protein
PROS1,protein
SAA1,protein
SAA4,protein
SDPR,protein
SPP2,protein
TFPI,protein
TNFAIP6,protein
PLAA,protein
PLAGL1,protein
PPFIA4,protein
RAG1,protein
RGS7,protein
RIN3,protein
RPL13,protein
RYR1,protein
SEC24B,protein
SHANK2,protein
SHANK3,protein
SLC23A1,protein
SNX7,protein
SUV39H2,protein
TGOLN2,protein
TRAIP,protein
ZP2,protein
PLD1,protein
PLG,protein
PLXDC2,protein
PLXNC1,protein
PMF1,protein
PNRC2,protein
POLL,protein
POLR1A,protein
POLR1C,protein
POLR2E,protein
POLR2H,protein
POLR3A,protein
POLR3B,protein
POLR3C,protein
POLR3D,protein
POLR3F,protein
POLR3GL,protein
POLR3H,protein
TRMT1L,protein
SMARCD3,protein
PPIG,protein
SAR1A,protein
PPP1R15B,protein
PPP1R18,protein
PPP1R9B,protein
PPP2R2B,protein
PRAF2,protein
RNASEL,protein
RTN4IP1,protein
PRDM16,protein
PRDM7,protein
PRKAR2A,protein
PRKAR2B,protein
TEP1,protein
PRLHR,protein
PRPF38A,protein
PRPS1,protein
PRPSAP1,protein
PRPSAP2,protein
PSMC3,protein
PSMD12,protein
PSMD4,protein
PSMD7,protein
PTCD3,protein
PTCRA,protein
PTGDR2,protein
PTGER1,protein
SIGLEC9,protein
PWP1,protein
QPCTL,protein
RPL35A,protein
ZNF80,protein
SPRY4,protein
RBBP5,protein
RBM22,protein
RBM23,protein
RBM28,protein
RBM47,protein
RBM4B,protein
RBM5,protein
RBMS2,protein
RBMXL1,protein
RBMXL2,protein
RCC1,protein
RCL1,protein
RCN1,protein
RCN2,protein
REG1A,protein
SETD6,protein
SLC2A5,protein
TPMT,protein
RER1,protein
RFC4,protein
RTKN,protein
TNFAIP1,protein
RHOT2,protein
WIZ,protein
RIMS4,protein
TRAF7,protein
RNF114,protein
RNF222,protein
RPL10A,protein
RPL15,protein
RPL17-C18orf32,protein
RPL18A,protein
RPL19,protein
RPL21,protein
RPL23A,protein
RPL26,protein
RPL27,protein
RPL29,protein
RPL32,protein
RPL34,protein
RPL38,protein
RPL7L1,protein
RPS13,protein
RPS15,protein
RPS15A,protein
RPS17,protein
RPS19BP1,protein
RPS2,protein
RPS24,protein
RPS26,protein
RPS3A,protein
RPS4Y1,protein
RPS7,protein
RRP1,protein
RRP1B,protein
RRP8,protein
SCML2,protein
SEC16A,protein
SFXN1,protein
SFXN2,protein
SLC25A22,protein
SLC27A3,protein
SMARCD2,protein
SPECC1,protein
SPRR1A,protein
SPRR2A,protein
SUGP2,protein
TDRKH,protein
TECR,protein
TEX10,protein
THEM6,protein
THOC6,protein
TIAM2,protein
TMED10,protein
TRIM24,protein
TUBAL3,protein
UACA,protein
UBTF,protein
USMG5,protein
UTP6,protein
VDAC3,protein
VGF,protein
WDR43,protein
WDR46,protein
ZC3H4,protein
ZNF512,protein
RNF213,protein
RNLS,protein
RNPS1,protein
ROR1,protein
RORC,protein
RPS21,protein
RRAGD,protein
SAMD4A,protein
SAMM50,protein
UXT,protein
SCAMP3,protein
SCTR,protein
SDCCAG8,protein
SDF2L1,protein
SEC23B,protein
SSR2,protein
SEPT2,protein
SERPINB10,protein
SETD7,protein
SERTAD3,protein
SETD3,protein
SETMAR,protein
SF1,protein
SF3A1,protein
SFMBT1,protein
SGPL1,protein
SLAMF1,protein
SLAMF6,protein
SH2D2A,protein
TPX2,protein
SIK3,protein
SKOR2,protein
SLC1A7,protein
SLC25A12,protein
SLC39A7,protein
ZNF8,protein
SMAD5,protein
STAMBPL1,protein
ZFYVE9,protein
VAV2,protein
TTK,protein
SMG8,protein
UPF2,protein
SSX7,protein
SNAP23,protein
SNAP29,protein
SNRNP40,protein
SNRPA1,protein
SNX6,protein
TFDP3,protein
SORBS2,protein
SORBS3,protein
WNT4,protein
SOX3,protein
SPANXN4,protein
SPATS2,protein
SPG21,protein
SPHK1,protein
ZNF300,protein
SPRR2G,protein
SRPK3,protein
SRSF12,protein
SUDS3,protein
TFEB,protein
TRIM65,protein
UBD,protein
USP39,protein
VANGL1,protein
WDR55,protein
YPEL2,protein
ZMYND11,protein
ZNF321P,protein
ZNF444,protein
ZNF514,protein
ZRANB2,protein
ZRSR2,protein
VIMP,protein
SRSF5,protein
SSH2,protein
ST3GAL1,protein
STK11,protein
SULT2A1,protein
VEGFC,protein
UGCG,protein
STK19,protein
STT3B,protein
STXBP2,protein
SURF4,protein
TBL2,protein
TFAM,protein
U2AF1L4,protein
UTP15,protein
XAB2,protein
ZC3H13,protein
TADA3,protein
TBC1D22B,protein
TCEAL1,protein
TCEAL4,protein
TDP2,protein
UBR1,protein
UBR2,protein
TMCO1,protein
TMEM259,protein
YIPF5,protein
TMEM189-UBE2V1,protein
TMPO,protein
TNFRSF12A,receptor
TNFSF4,protein
TOM1L1,protein
TUG1,protein
TRDC,protein
TREM2,protein
TRIM42,protein
TSHZ3,protein
UBE2C,protein
UTP23,protein
WDR25,protein
ZC2HC1C,protein
ZNF581,protein
TRIM5,protein
TRIM62,protein
TRIP11,protein
TUBA3E,protein
TUT1,protein
ZFAND3,protein
YIPF3,protein
UPF3B,protein
XCL1,protein
ZNF516,protein
Macrophage,cell
Dendritic_cell,cell
T_cell,cell
B_cell,cell
